verdict,doc_id,type,title,city,section,page_url,current_image_url,image_shows
weak,wp-page-60599,guideArticle,Wadi El Natrun Accommodation Guide,Wādī Al Natron,plan-your-trip,https://travel2egypt.org/guide/wadi-el-natrun/wadi-el-natrun-accommodation-guide,https://cdn.sanity.io/images/ufallvd2/production/76a8d2685f3e2c1806b6e44b13b77dc5974e9d34-1200x800.jpg,Man in traditional dress walking across desert dunes
weak,wp-page-60597,guideArticle,Wadi El Natrun Weather Insights,Wādī Al Natron,plan-your-trip,https://travel2egypt.org/guide/wadi-el-natrun/wadi-el-natrun-weather-insights,https://cdn.sanity.io/images/ufallvd2/production/f1f8723c3aaf4d7a47c6abd4924581b46954b159-800x450.jpg,ancient stone temple/tomb ruin amid desert sand dunes
weak,wp-page-72256,travelTip,Attractions Entrance Fees,,,https://travel2egypt.org/travel-tips/attractions-entrance-fees,https://cdn.sanity.io/images/ufallvd2/production/ee8ec5f4461a5dfe14f2f9640e750087719afcb2-1200x800.jpg,Nile-valley temple wall with carved reliefs and doorway
weak,wp-page-60895,travelTip,Bargaining in Egypt,,,https://travel2egypt.org/travel-tips/bargaining-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/2d0628b0e33ce2791a500dfdd66090a33761812a-800x533.webp,local guide with tourists at desert ruins
weak,wp-page-73387,travelTip,Cultural Etiquette In Egypt,,,https://travel2egypt.org/travel-tips/cultural-etiquette-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/850bbe58aa0b38d50dbf7bca1db7fc7e2b9107da-1200x900.jpg,four tourists posing with a sandboard atop a desert dune
weak,wp-page-60896,travelTip,Currency in Egypt,,,https://travel2egypt.org/travel-tips/currency-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/5602a411593cebec1a22f5eaedfe8d08313b0ac9-800x450.jpg,"boarding passes, coin and phone (travel money)"
weak,wp-page-60907,travelTip,Getting There,,,https://travel2egypt.org/travel-tips/getting-there,https://cdn.sanity.io/images/ufallvd2/production/76a8d2685f3e2c1806b6e44b13b77dc5974e9d34-1200x800.jpg,Man in traditional dress walking across desert dunes
weak,wp-page-63623,hotel,Hyatt Regency Sharm El-Sheikh,,,https://travel2egypt.org/hotels/hyatt-regency-sharm-el-sheikh,https://cdn.sanity.io/images/ufallvd2/production/d807f62dd4ca3054edcd3155a243fcfec0afcd02-800x450.jpg,aerial view of Hurghada Red Sea resort coastline
weak,wp-page-60909,travelTip,Language in Egypt,,,https://travel2egypt.org/travel-tips/language-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/b67da0a310667f6b2e1e82d7db2939d522dd5067-1200x800.jpg,Moses statue holding stone tablets with ancient script
weak,wp-page-60912,travelTip,Ramadan in Egypt,,,https://travel2egypt.org/travel-tips/ramadan-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/9c19bdc84ccb506fadb1be5f798b06c2dfba097c-1200x800.jpg,Islamic 'Happy Mawlid Al-Nabi' greeting graphic
fit,wp-page-56930,guideArticle,Abu Simbel historical overview,Abu Simbel,introducing,https://travel2egypt.org/guide/abu-simbel/abu-simbel-historical-overview,https://cdn.sanity.io/images/ufallvd2/production/4c2771fe5bf392653a8cec9615a3797a2ec957ae-1400x878.jpg,the Abu Simbel temple facade with Ramesses II colossi and tourists
fit,wp-page-57848,guideArticle,Upcoming Events In Abu Simbel,Abu Simbel,others,https://travel2egypt.org/guide/abu-simbel/upcoming-events-in-abu-simbel,https://cdn.sanity.io/images/ufallvd2/production/4c2771fe5bf392653a8cec9615a3797a2ec957ae-1400x878.jpg,the Abu Simbel temple facade with Ramesses II colossi and tourists
fit,wp-page-58693,guideArticle,How To Go To Al Quseir,Al Quseir,plan-your-trip,https://travel2egypt.org/guide/al-quseir/how-to-go-to-al-quseir,https://cdn.sanity.io/images/ufallvd2/production/a382d7c939cdd681d5f006e1cb6bb5e9bab1be1d-1400x930.jpg,colorful Red Sea coral reef with tropical fish
fit,wp-page-58701,guideArticle,Tours In Al Quseir,Al Quseir,others,https://travel2egypt.org/guide/al-quseir/tours-in-al-quseir,https://cdn.sanity.io/images/ufallvd2/production/e1773fd62d2fac5232a2987e9f754b59a205e24c-1200x800.jpg,Red Sea coral reef with a free-diver
fit,wp-page-58730,guideArticle,Weather In Al Wadi AL Gadid,Al Wadi Al Gadid,plan-your-trip,https://travel2egypt.org/guide/al-wadi-al-gadid/weather-in-al-wadi-al-gadid,https://cdn.sanity.io/images/ufallvd2/production/f1f8723c3aaf4d7a47c6abd4924581b46954b159-800x450.jpg,ancient stone temple/tomb ruin amid desert sand dunes
fit,wp-page-59210,guideArticle,Getting Around in Aswan,Aswan,while-you-are-there,https://travel2egypt.org/guide/aswan/getting-around-in-aswan,https://cdn.sanity.io/images/ufallvd2/production/99715a98802af37b7d55f2a8b730e326e52be52d-1400x933.jpg,Felucca sailing on the Nile
fit,wp-page-59212,guideArticle,How to Reach Aswan,Aswan,plan-your-trip,https://travel2egypt.org/guide/aswan/how-to-reach-aswan,https://cdn.sanity.io/images/ufallvd2/production/99715a98802af37b7d55f2a8b730e326e52be52d-1400x933.jpg,Felucca sailing on the Nile
fit,wp-page-72314,guideArticle,Ticket Prices for Attractions in Aswan,Aswan,plan-your-trip,https://travel2egypt.org/guide/aswan/ticket-prices-for-attractions-in-aswan,https://cdn.sanity.io/images/ufallvd2/production/068b059ac65f52138070d700a6b827d4f289094a-1200x800.jpg,Philae Temple on the Nile at Aswan
fit,wp-page-59287,guideArticle,How To Go To Bahariya Oasis,Bahariya Oasis,plan-your-trip,https://travel2egypt.org/guide/bahariya-oasis/how-to-go-to-bahariya-oasis,https://cdn.sanity.io/images/ufallvd2/production/dfb7e40e674dca64647fdfa7b3a65d4399c8b99e-1400x930.jpg,White Desert chalk rock formations near Bahariya
fit,wp-page-59283,guideArticle,Tours In Bahariya Oasis,Bahariya Oasis,others,https://travel2egypt.org/guide/bahariya-oasis/tours-in-bahariya-oasis,https://cdn.sanity.io/images/ufallvd2/production/56c84123faf76ca93e559a2f48891844be37568e-1400x860.jpg,White Desert mushroom/chalk rock formations (near Bahariya)
fit,wp-page-58727,guideArticle,Weather In Bahariya Oasis,Bahariya Oasis,plan-your-trip,https://travel2egypt.org/guide/bahariya-oasis/weather-in-bahariya-oasis,https://cdn.sanity.io/images/ufallvd2/production/9b69bc495e70450f95168ed25d38ea14c7c7d06d-1100x731.jpg,White Desert chalk rock formations (near Farafra/Bahariya)
fit,wp-page-59316,guideArticle,How to Get to Baris,Baris,plan-your-trip,https://travel2egypt.org/guide/baris/how-to-get-to-baris,https://cdn.sanity.io/images/ufallvd2/production/18db26b8948c41cff733a17b3ca0c72fe7f97b90-1200x800.jpg,silhouetted group watching sunset over desert dunes
fit,wp-page-59387,guideArticle,Cairo Food Guide,Cairo,while-you-are-there,https://travel2egypt.org/guide/cairo/cairo-food-guide,https://cdn.sanity.io/images/ufallvd2/production/c53f542f4ad9800e8c108646492faeda3d24b0bc-2448x1652.jpg,Egyptian molokhia soup with rice and bread (food)
fit,wp-page-59390,guideArticle,How to Go to Cairo,Cairo,plan-your-trip,https://travel2egypt.org/guide/cairo/how-to-go-to-cairo,https://cdn.sanity.io/images/ufallvd2/production/242133745bad9abe4fa61f9599722729b4761a7c-1200x800.jpg,"Grand Egyptian Museum interior grand staircase, Cairo/Giza"
fit,wp-page-59392,guideArticle,Things To Do in Cairo,Cairo,while-you-are-there,https://travel2egypt.org/guide/cairo/things-to-do-in-cairo,https://cdn.sanity.io/images/ufallvd2/production/d38b4d91bdfa6bd123040d7525c245c242d8ba0e-720x480.jpg,"Interior of Mosque of Muhammad Ali, Cairo Citadel"
fit,wp-page-72325,guideArticle,Ticket Prices for Attractions in Cairo,Cairo,plan-your-trip,https://travel2egypt.org/guide/cairo/ticket-prices-for-attractions-in-cairo,https://cdn.sanity.io/images/ufallvd2/production/f8cafd6b7a574d1c17662cc957bfe1eb05e29bcd-1200x800.jpg,"Ramses Hilton tower on the Nile, Cairo skyline"
fit,wp-page-59394,guideArticle,Weather in Cairo,Cairo,plan-your-trip,https://travel2egypt.org/guide/cairo/weather-in-cairo,https://cdn.sanity.io/images/ufallvd2/production/f5a3dc44b2aec0c435aa60598963e2b1f3b33ecb-1400x933.jpg,"Pink neoclassical Egyptian Museum facade, downtown Cairo"
fit,wp-page-59393,guideArticle,Where to Stay in Cairo,Cairo,plan-your-trip,https://travel2egypt.org/guide/cairo/where-to-stay-in-cairo,https://cdn.sanity.io/images/ufallvd2/production/fe3d6c4fbf11a163492aa42dd4c01420d014d769-900x600.jpg,Illuminated historic Islamic Cairo street at night (Al-Muizz)
fit,wp-page-63606,guideArticle,coptic cairo,Cairo,places-to-go,https://travel2egypt.org/guide/cairo/coptic-cairo,https://cdn.sanity.io/images/ufallvd2/production/a414e342977ee8a015dd4f902f0b14dad871dd9f-3000x2000.jpg,Coptic church courtyard in Old Cairo
fit,wp-page-59427,guideArticle,Experiences In Dahab,Dahab,while-you-are-there,https://travel2egypt.org/guide/dahab/experiences-in-dahab,https://cdn.sanity.io/images/ufallvd2/production/a24e442902b4066f42e8c8a935b997cbc4947bdb-800x450.jpg,Lionfish over a Red Sea reef (diving/underwater)
fit,wp-page-59423,guideArticle,Getting Around Dahab,Dahab,while-you-are-there,https://travel2egypt.org/guide/dahab/getting-around-dahab,https://cdn.sanity.io/images/ufallvd2/production/8cc38ae7f882adea705317d313819f3feb952dbf-1400x933.jpg,turquoise Red Sea beach bay with sun umbrellas and boats
fit,wp-page-59478,guideArticle,Dakhla Oasis Tours,Dakhla Oasis,others,https://travel2egypt.org/guide/dakhla-oasis/dakhla-oasis-tours,https://cdn.sanity.io/images/ufallvd2/production/4ccab461c08863afb969a119b120eeef4e5c21b1-1200x801.jpg,Camels grazing in open desert scrubland
fit,wp-page-59481,guideArticle,Getting Around In Dakhla Oasis,Dakhla Oasis,while-you-are-there,https://travel2egypt.org/guide/dakhla-oasis/getting-around-in-dakhla-oasis,https://cdn.sanity.io/images/ufallvd2/production/07615af824a9edc35043baec44a2907f127aa3c5-400x265.jpg,camels and handlers on desert dunes at sunset
fit,wp-page-59483,guideArticle,History Of Dakhla Oasis,Dakhla Oasis,introducing,https://travel2egypt.org/guide/dakhla-oasis/history-of-dakhla-oasis,https://cdn.sanity.io/images/ufallvd2/production/e2c9e57fba34e416dde08b978d6593afd3ddf05d-1200x801.jpg,Ruined mud-brick desert fortress/village (oasis heritage)
fit,wp-page-59506,guideArticle,How To Go To Dakhla Oasis,Dakhla Oasis,plan-your-trip,https://travel2egypt.org/guide/dakhla-oasis/how-to-go-to-dakhla-oasis,https://cdn.sanity.io/images/ufallvd2/production/76a8d2685f3e2c1806b6e44b13b77dc5974e9d34-1200x800.jpg,Man in traditional dress walking across desert dunes
fit,wp-page-59494,guideArticle,Things To Do In Dakhla Oasis,Dakhla Oasis,while-you-are-there,https://travel2egypt.org/guide/dakhla-oasis/things-to-do-in-dakhla-oasis,https://cdn.sanity.io/images/ufallvd2/production/1cda2f0458616836870e41365165e6dac844a625-1200x800.jpg,Sunlit desert sand dunes with footprints
fit,wp-page-59587,guideArticle,Edfu Getting Around Guide,Edfu,while-you-are-there,https://travel2egypt.org/guide/edfu/edfu-getting-around-guide,https://cdn.sanity.io/images/ufallvd2/production/cbb3950b1fb772c0c101069d1ef04a8506d2128e-1400x933.jpg,Edfu Temple of Horus pylon facade with tourists
fit,wp-page-59572,guideArticle,Edfu Seasonal Guide,Edfu,plan-your-trip,https://travel2egypt.org/guide/edfu/edfu-seasonal-guide,https://cdn.sanity.io/images/ufallvd2/production/c0de30d7cea8fd660a087dbc4ae5c86891bab4f1-800x450.jpg,Edfu Temple of Horus pylon facade with tourists at sunset
fit,wp-page-59588,guideArticle,"What to Do in Edfu: Cultural Sites, Nature & More",Edfu,while-you-are-there,https://travel2egypt.org/guide/edfu/what-to-do-in-edfu,https://cdn.sanity.io/images/ufallvd2/production/03019ca317fd1e3ceba756012ebbab1e1f80f460-1200x800.jpg,Egyptian temple relief of pharaoh offering to enthroned deities
fit,wp-page-59574,guideArticle,Where To Stay In Edfu,Edfu,plan-your-trip,https://travel2egypt.org/guide/edfu/where-to-stay-in-edfu,https://cdn.sanity.io/images/ufallvd2/production/ee8ec5f4461a5dfe14f2f9640e750087719afcb2-1200x800.jpg,Nile-valley temple wall with carved reliefs and doorway
fit,wp-page-58801,guideArticle,How to Reach Al Gouna,El Gouna,plan-your-trip,https://travel2egypt.org/guide/al-gouna/how-to-reach-al-gouna,https://cdn.sanity.io/images/ufallvd2/production/8cc38ae7f882adea705317d313819f3feb952dbf-1400x933.jpg,turquoise Red Sea beach bay with sun umbrellas and boats
fit,wp-page-58798,guideArticle,Things To Do In Al Gouna,El Gouna,while-you-are-there,https://travel2egypt.org/guide/al-gouna/things-to-do-in-al-gouna,https://cdn.sanity.io/images/ufallvd2/production/a382d7c939cdd681d5f006e1cb6bb5e9bab1be1d-1400x930.jpg,colorful Red Sea coral reef with tropical fish
fit,wp-page-59605,guideArticle,Esna Weather,Esna,plan-your-trip,https://travel2egypt.org/guide/esna/esna-weather,https://cdn.sanity.io/images/ufallvd2/production/eee36017ea4bd366846c3912fa0fd89d50d8118f-680x450.jpg,"Hathor-headed temple columns (Nile-valley pharaonic temple, Esna-style)"
fit,wp-page-59619,guideArticle,Tours In Esna,Esna,others,https://travel2egypt.org/guide/esna/tours-in-esna,https://cdn.sanity.io/images/ufallvd2/production/a005abd6907997e18f769a9eabd8f04efa755b14-680x452.jpg,Close-up of a Nile-valley temple relief carving of a deity
fit,wp-page-59636,guideArticle,Accommodations In Farafra,Farafra Oasis,while-you-are-there,https://travel2egypt.org/guide/farafra-oasis/accommodations-in-farafra,https://cdn.sanity.io/images/ufallvd2/production/9b69bc495e70450f95168ed25d38ea14c7c7d06d-1100x731.jpg,White Desert chalk rock formations (near Farafra)
fit,wp-page-96618,guideArticle,How To Go To Farafra Oasis,Farafra Oasis,plan-your-trip,https://travel2egypt.org/guide/farafra-oasis/how-to-go-to-farafra,https://cdn.sanity.io/images/ufallvd2/production/18db26b8948c41cff733a17b3ca0c72fe7f97b90-1200x800.jpg,silhouetted group watching sunset over desert dunes
fit,wp-page-60061,guideArticle,Giza Historical Overview,Giza,introducing,https://travel2egypt.org/guide/giza/giza-historical-overview,https://cdn.sanity.io/images/ufallvd2/production/f6b4198e37bfaece53d90b4fb224582024d6b469-300x210.jpg,Giza pyramids with tourists on camels
fit,wp-page-253700,guideArticle,How to Get to Giza,Giza,plan-your-trip,https://travel2egypt.org/guide/giza/how-to-get-to-giza,https://cdn.sanity.io/images/ufallvd2/production/6d2dd1a6bcee2a16a5b5009a9be057619f527e57-1400x1050.jpg,the Great Sphinx and a pyramid at Giza
fit,wp-page-60075,guideArticle,Navigating Giza,Giza,while-you-are-there,https://travel2egypt.org/guide/giza/navigating-giza,https://cdn.sanity.io/images/ufallvd2/production/26d2d259d96b0d5f469ab010fd4ae2019bc8bb96-1200x800.jpg,Great Sphinx and Pyramid of Khafre at Giza
fit,wp-page-60081,guideArticle,Only In Giza,Giza,others,https://travel2egypt.org/guide/giza/only-in-giza,https://cdn.sanity.io/images/ufallvd2/production/da8f3d0571bd275a03548916bac156e44ddbbfbe-1400x930.jpg,Giza plateau tomb ruins with pyramids behind
fit,wp-page-60076,guideArticle,Things to Do in Giza,Giza,while-you-are-there,https://travel2egypt.org/guide/giza/things-to-do-in-giza,https://cdn.sanity.io/images/ufallvd2/production/e6160f448839c953026d4585533f5ef2e4d27895-700x445.jpg,Red Pyramid of Dahshur (Giza governorate) in desert
fit,wp-page-59704,guideArticle,Discover Hurghada With Tours,Hurghada,others,https://travel2egypt.org/guide/hurghada/discover-hurghada-with-tours,https://cdn.sanity.io/images/ufallvd2/production/7742767e6006db0c7f582f69b7b33ee5e8171b9c-1200x800.jpg,"Red Sea boats/yachts over turquoise reef, snorkellers"
fit,wp-page-253330,guideArticle,How to Go to Kharga Oasis,Kharga Oasis,plan-your-trip,https://travel2egypt.org/guide/kharga-oasis/how-to-go-to-kharga-oasis,https://cdn.sanity.io/images/ufallvd2/production/07615af824a9edc35043baec44a2907f127aa3c5-400x265.jpg,camels and handlers on desert dunes at sunset
fit,wp-page-78361,guideArticle,Kharga Oasis History,Kharga Oasis,introducing,https://travel2egypt.org/guide/kharga-oasis/kharga-oasis-history,https://cdn.sanity.io/images/ufallvd2/production/a18c3e0ad5de3889316db510bc06f7052955cdfc-1200x795.jpg,"ancient sandstone temple with columns (Hibis Temple, Kharga)"
fit,wp-page-253537,guideArticle,Kharga Oasis Only Here,Kharga Oasis,others,https://travel2egypt.org/guide/kharga-oasis/kharga-oasis-only-here,https://cdn.sanity.io/images/ufallvd2/production/f1f8723c3aaf4d7a47c6abd4924581b46954b159-800x450.jpg,ancient stone temple/tomb ruin amid desert sand dunes
fit,wp-page-60628,guideArticle,Discover Kom Ombo With Tours,Kom Ombo,others,https://travel2egypt.org/guide/kom-ombo/discover-kom-ombo-with-tours,https://cdn.sanity.io/images/ufallvd2/production/904a1cff2d08dd558010bb268f2355ba33547bfa-600x387.jpg,Temple of Kom Ombo columns with crocodile/relief carvings under blue sky
fit,wp-page-78370,guideArticle,History Of Kom Ombo,Kom Ombo,introducing,https://travel2egypt.org/guide/kom-ombo/history-of-kom-ombo,https://cdn.sanity.io/images/ufallvd2/production/3e58f33e899198369c6d58ac4ebece185009fed7-500x500.webp,Nile-valley Ptolemaic temple at golden hour (Kom Ombo)
fit,wp-page-60631,guideArticle,Kom Ombo Unforgettable Moments,Kom Ombo,while-you-are-there,https://travel2egypt.org/guide/kom-ombo/kom-ombo-unforgettable-moments,https://cdn.sanity.io/images/ufallvd2/production/b3d39861cbe72444c74687823a05a3e8bf3447af-800x450.jpg,Temple of Kom Ombo exterior at golden-hour
fit,wp-page-60653,guideArticle,Explore Luxor Tours,Luxor,others,https://travel2egypt.org/guide/luxor/explore-luxor-tours,https://cdn.sanity.io/images/ufallvd2/production/19b1514039ab1cc98acc821b404671343f8f7ee7-1200x800.jpg,upward view of Karnak hypostyle-hall columns against sky (Luxor)
fit,wp-page-60643,guideArticle,Luxor Ancient Past,Luxor,introducing,https://travel2egypt.org/guide/luxor/luxor-ancient-past,https://cdn.sanity.io/images/ufallvd2/production/ac652351c6bb22b3515c084fe350695435b1c80b-1400x933.jpg,"colourful painted temple ceiling and columns (Dendera/Esna-style, Luxor region)"
fit,wp-page-60647,guideArticle,Luxor Climate,Luxor,plan-your-trip,https://travel2egypt.org/guide/luxor/luxor-climate,https://cdn.sanity.io/images/ufallvd2/production/ebce7998be3e4995a3c53d94a6aaded8a611a0b7-800x450.jpg,Luxor Temple pylon and statues at sunset
fit,wp-page-60658,guideArticle,Luxor Off The Beaten Path,Luxor,introducing,https://travel2egypt.org/guide/luxor/luxor-off-the-beaten-path,https://cdn.sanity.io/images/ufallvd2/production/37159f2a764c942a535398331aa194be3dd4d5a4-1200x800.jpg,Luxor Temple pylon with Ramses statues and obelisk under blue sky
fit,wp-page-60649,guideArticle,Places to Stay in Luxor,Luxor,plan-your-trip,https://travel2egypt.org/guide/luxor/places-to-stay-in-luxor,https://cdn.sanity.io/images/ufallvd2/production/cc4bbffc8ba212c3d25789013205f2c8b75253ea-800x450.jpg,woman in white dress at Karnak ram-headed sphinx avenue (Luxor)
fit,wp-page-72343,guideArticle,Ticket Prices for Attractions in Luxor,Luxor,plan-your-trip,https://travel2egypt.org/guide/luxor/ticket-prices-for-attractions-in-luxor,https://cdn.sanity.io/images/ufallvd2/production/c5de45249906a1db20d53064649386ae7299e851-1200x800.jpg,"Colossi of Memnon, Luxor west bank"
fit,wp-page-60644,guideArticle,Travel To Luxor,Luxor,plan-your-trip,https://travel2egypt.org/guide/luxor/travel-to-luxor,https://cdn.sanity.io/images/ufallvd2/production/0f24d97dccc38badb5798d997665ebef5fe80ea4-2000x1078.jpg,Luxor Temple illuminated at night (Nile-valley monument)
fit,wp-page-60648,guideArticle,What To Do In Luxor,Luxor,while-you-are-there,https://travel2egypt.org/guide/luxor/what-to-do-in-luxor,https://cdn.sanity.io/images/ufallvd2/production/19b1514039ab1cc98acc821b404671343f8f7ee7-1200x800.jpg,upward view of Karnak hypostyle-hall columns against sky (Luxor)
fit,wp-page-78396,guideArticle,Accommodation Options Marsa Alam,Marsa Alam,while-you-are-there,https://travel2egypt.org/guide/marsa-alam/accommodation-options-marsa-alam,https://cdn.sanity.io/images/ufallvd2/production/197a3391516d0c2582fbfd153d10683af9edd06e-1200x800.jpg,aerial of clear kayak over turquoise coastal shallows
fit,wp-page-60207,guideArticle,Best Marsa Alam Tours,Marsa Alam,others,https://travel2egypt.org/guide/marsa-alam/best-marsa-alam-tours,https://cdn.sanity.io/images/ufallvd2/production/8cc38ae7f882adea705317d313819f3feb952dbf-1400x933.jpg,turquoise Red Sea beach bay with sun umbrellas and boats
fit,wp-page-60706,guideArticle,Only In Marsa Alam,Marsa Alam,others,https://travel2egypt.org/guide/marsa-alam/only-in-marsa-alam,https://cdn.sanity.io/images/ufallvd2/production/4591a2f61a0db2ee9242e47ca3df97a336c4ad87-1400x933.jpg,Underwater Red Sea coral reef teeming with tropical fish
fit,wp-page-60712,guideArticle,Past and Present Marsa Alam,Marsa Alam,introducing,https://travel2egypt.org/guide/marsa-alam/past-and-present-marsa-alam,https://cdn.sanity.io/images/ufallvd2/production/a382d7c939cdd681d5f006e1cb6bb5e9bab1be1d-1400x930.jpg,colorful Red Sea coral reef with tropical fish
fit,wp-page-60695,guideArticle,The Town of Marsa Alam,Marsa Alam,places-to-go,https://travel2egypt.org/guide/marsa-alam/the-town-of-marsa-alam,https://cdn.sanity.io/images/ufallvd2/production/a382d7c939cdd681d5f006e1cb6bb5e9bab1be1d-1400x930.jpg,colorful Red Sea coral reef with tropical fish
fit,wp-page-78400,guideArticle,Things To Do In Marsa Alam,Marsa Alam,while-you-are-there,https://travel2egypt.org/guide/marsa-alam/things-to-do-in-marsa-alam,https://cdn.sanity.io/images/ufallvd2/production/316053b4869858a75e8156f4a8298d2935f7f100-1200x600.jpg,happy family in sunglasses on a sunny beach
fit,wp-page-60223,guideArticle,History of Marsa Matruh,Marsa Matruh,introducing,https://travel2egypt.org/guide/marsa-matruh/history-of-marsa-matruh,https://cdn.sanity.io/images/ufallvd2/production/1221823d7ebb896ba420d5425ea2c7fc1aae79ed-1200x400.jpg,secluded cove beach with cliffs and turquoise Mediterranean water
fit,wp-page-77873,guideArticle,Places To Go In Marsa Matruh,Marsa Matruh,others,https://travel2egypt.org/guide/marsa-matruh/places-to-go-in-marsa-matruh,https://cdn.sanity.io/images/ufallvd2/production/1221823d7ebb896ba420d5425ea2c7fc1aae79ed-1200x400.jpg,secluded cove beach with cliffs and turquoise Mediterranean water
fit,wp-page-60736,guideArticle,Nuweiba Tarabeen,Nuweiba,places-to-go,https://travel2egypt.org/guide/nuweiba/nuweiba-tarabeen,https://cdn.sanity.io/images/ufallvd2/production/63a192478ec9e744aee0dacab5f1b267d25e7430-1200x800.jpg,Man in a hammock over turquoise Red Sea lagoon
fit,wp-page-60301,guideArticle,Things to Do in Nuweiba,Nuweiba,while-you-are-there,https://travel2egypt.org/guide/nuweiba/things-to-do-in-nuweiba,https://cdn.sanity.io/images/ufallvd2/production/a382d7c939cdd681d5f006e1cb6bb5e9bab1be1d-1400x930.jpg,colorful Red Sea coral reef with tropical fish
fit,wp-page-60320,guideArticle,Qena Historical Overview,Qena,introducing,https://travel2egypt.org/guide/qena/qena-historical-overview,https://cdn.sanity.io/images/ufallvd2/production/e5a5a517644b7ff67e99f606eb8bd1a50f592d43-680x452.jpg,Ancient Egyptian temple relief with winged falcons and hieroglyphs
fit,wp-page-60333,guideArticle,Things To Do in Qena,Qena,while-you-are-there,https://travel2egypt.org/guide/qena/things-to-do-in-qena,https://cdn.sanity.io/images/ufallvd2/production/1db6173a5967be7dc461f67697d632be781fa17e-800x1000.jpg,Ancient Egyptian carved limestone stela with hieroglyphs
fit,wp-page-60445,guideArticle,Only in safaga,Safaga,others,https://travel2egypt.org/guide/safaga/only-in-safaga,https://cdn.sanity.io/images/ufallvd2/production/4591a2f61a0db2ee9242e47ca3df97a336c4ad87-1400x933.jpg,Underwater Red Sea coral reef teeming with tropical fish
fit,wp-page-75694,guideArticle,Places To Go In Safaga,Safaga,others,https://travel2egypt.org/guide/safaga/places-to-go-in-safaga,https://cdn.sanity.io/images/ufallvd2/production/5fc798fbacdadb01e2a8c7ee75d06d89297e61c8-800x450.jpg,Red Sea palm-lined beach resort with reef lagoon
fit,wp-page-60442,guideArticle,Things To Do in safaga,Safaga,while-you-are-there,https://travel2egypt.org/guide/safaga/things-to-do-in-safaga,https://cdn.sanity.io/images/ufallvd2/production/13ac6e32237b147178a1a67acd339305fb95a447-1200x800.jpg,Bow of a boat over turquoise Red Sea reef water
fit,wp-page-60440,guideArticle,Where To Stay in safaga,Safaga,plan-your-trip,https://travel2egypt.org/guide/safaga/where-to-stay-in-safaga,https://cdn.sanity.io/images/ufallvd2/production/7048539034f1a14ad68db84f4198aee600c891ce-900x572.jpg,"Red Sea beach resort with thatched umbrellas, reef and dive boats"
fit,wp-page-60460,guideArticle,Getting Around Saint Catherine,Saint Catherine,while-you-are-there,https://travel2egypt.org/guide/saint-catherine/getting-around-saint-catherine,https://cdn.sanity.io/images/ufallvd2/production/aba6225c377c25d0c2310e3a6767a8eb9343bab7-1400x930.jpg,Saint Catherine's Monastery among Sinai mountains
fit,wp-page-60458,guideArticle,How To Go to Saint Catherine,Saint Catherine,plan-your-trip,https://travel2egypt.org/guide/saint-catherine/how-to-go-to-saint-catherine,https://cdn.sanity.io/images/ufallvd2/production/aba6225c377c25d0c2310e3a6767a8eb9343bab7-1400x930.jpg,Saint Catherine's Monastery among Sinai mountains
fit,wp-page-60457,guideArticle,Weather In Saint Catherine,Saint Catherine,plan-your-trip,https://travel2egypt.org/guide/saint-catherine/weather-in-saint-catherine,https://cdn.sanity.io/images/ufallvd2/production/aba6225c377c25d0c2310e3a6767a8eb9343bab7-1400x930.jpg,Saint Catherine's Monastery among Sinai mountains
fit,wp-page-60459,guideArticle,Where To Stay in Saint Catherine,Saint Catherine,plan-your-trip,https://travel2egypt.org/guide/saint-catherine/where-to-stay-in-saint-catherine,https://cdn.sanity.io/images/ufallvd2/production/aba6225c377c25d0c2310e3a6767a8eb9343bab7-1400x930.jpg,Saint Catherine's Monastery among Sinai mountains
fit,wp-page-63527,guideArticle,Naama Bay Promenade Resort,Sharm El Sheikh,places-to-go,https://travel2egypt.org/guide/sharm-el-sheikh/naama-bay-promenade-resort,https://cdn.sanity.io/images/ufallvd2/production/4b4df045eaf28e54de04b180aaa1def0d2e095e2-828x1000.jpg,woman snorkeling underwater over a reef
fit,wp-page-59456,guideArticle,Nabq Managed Resource Protected Area,Sharm El Sheikh,places-to-go,https://travel2egypt.org/guide/sharm-el-sheikh/nabq-managed-resource-protected-area,https://cdn.sanity.io/images/ufallvd2/production/afaf489dc3cbf38b7daab7f766cd7400708b05b7-1200x800.jpg,Thatched umbrellas on a Red Sea sandy beach
fit,wp-page-60770,guideArticle,Nabq National Park,Sharm El Sheikh,places-to-go,https://travel2egypt.org/guide/sharm-el-sheikh/nabq-national-park,https://cdn.sanity.io/images/ufallvd2/production/b0f0b7979d9931f6c73ea98096e9e3ceda8278b2-1200x450.jpg,Red Sea turquoise bay with yachts and swimmers
fit,wp-page-60490,guideArticle,Only In Sharm El Sheikh,Sharm El Sheikh,others,https://travel2egypt.org/guide/sharm-el-sheikh/only-in-sharm-el-sheikh,https://cdn.sanity.io/images/ufallvd2/production/8cc38ae7f882adea705317d313819f3feb952dbf-1400x933.jpg,turquoise Red Sea beach bay with sun umbrellas and boats
