verdict,doc_id,type,title,city,section,page_url,current_image_url,current_image_shows
weak,wp-page-60598,guideArticle,Getting to Wadi El Natrun,Wādī Al Natron,plan-your-trip,https://travel2egypt.org/guide/wadi-el-natrun/getting-to-wadi-el-natrun,https://cdn.sanity.io/images/ufallvd2/production/18db26b8948c41cff733a17b3ca0c72fe7f97b90-1200x800.jpg,silhouetted group watching sunset over desert dunes
weak,wp-page-60599,guideArticle,Wadi El Natrun Accommodation Guide,Wādī Al Natron,plan-your-trip,https://travel2egypt.org/guide/wadi-el-natrun/wadi-el-natrun-accommodation-guide,https://cdn.sanity.io/images/ufallvd2/production/76a8d2685f3e2c1806b6e44b13b77dc5974e9d34-1200x800.jpg,Man in traditional dress walking across desert dunes
weak,wp-page-60597,guideArticle,Wadi El Natrun Weather Insights,Wādī Al Natron,plan-your-trip,https://travel2egypt.org/guide/wadi-el-natrun/wadi-el-natrun-weather-insights,https://cdn.sanity.io/images/ufallvd2/production/f1f8723c3aaf4d7a47c6abd4924581b46954b159-800x450.jpg,ancient stone temple/tomb ruin amid desert sand dunes
weak,wp-page-72256,travelTip,Attractions Entrance Fees,,,https://travel2egypt.org/travel-tips/attractions-entrance-fees,https://cdn.sanity.io/images/ufallvd2/production/ee8ec5f4461a5dfe14f2f9640e750087719afcb2-1200x800.jpg,Nile-valley temple wall with carved reliefs and doorway
weak,wp-page-60895,travelTip,Bargaining in Egypt,,,https://travel2egypt.org/travel-tips/bargaining-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/2d0628b0e33ce2791a500dfdd66090a33761812a-800x533.webp,local guide with tourists at desert ruins
weak,wp-page-73387,travelTip,Cultural Etiquette In Egypt,,,https://travel2egypt.org/travel-tips/cultural-etiquette-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/850bbe58aa0b38d50dbf7bca1db7fc7e2b9107da-1200x900.jpg,four tourists posing with a sandboard atop a desert dune
weak,wp-page-60896,travelTip,Currency in Egypt,,,https://travel2egypt.org/travel-tips/currency-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/5602a411593cebec1a22f5eaedfe8d08313b0ac9-800x450.jpg,"boarding passes, coin and phone (travel money)"
weak,wp-page-60907,travelTip,Getting There,,,https://travel2egypt.org/travel-tips/getting-there,https://cdn.sanity.io/images/ufallvd2/production/76a8d2685f3e2c1806b6e44b13b77dc5974e9d34-1200x800.jpg,Man in traditional dress walking across desert dunes
weak,wp-page-63623,hotel,Hyatt Regency Sharm El-Sheikh,,,https://travel2egypt.org/hotels/hyatt-regency-sharm-el-sheikh,https://cdn.sanity.io/images/ufallvd2/production/d807f62dd4ca3054edcd3155a243fcfec0afcd02-800x450.jpg,aerial view of Hurghada Red Sea resort coastline
weak,wp-page-60909,travelTip,Language in Egypt,,,https://travel2egypt.org/travel-tips/language-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/b67da0a310667f6b2e1e82d7db2939d522dd5067-1200x800.jpg,Moses statue holding stone tablets with ancient script
weak,wp-page-60912,travelTip,Ramadan in Egypt,,,https://travel2egypt.org/travel-tips/ramadan-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/9c19bdc84ccb506fadb1be5f798b06c2dfba097c-1200x800.jpg,Islamic 'Happy Mawlid Al-Nabi' greeting graphic
